"Plot","Species.Code","Num","Cover.Class","Elevation.m","Year","Data.Type","Fires"
"4029","CAXX",24,"3",1441,1980,"Legacy","Unburned"
"4030","OPHO",81,"1",162,1980,"Legacy","Unburned"
"4030","POMU",91,"2",162,1980,"Legacy","Unburned"
"4030","TITR",116,"1",162,1980,"Legacy","Unburned"
"4030","ACCI",1,"1",162,1980,"Legacy","Unburned"
"4030","GASH",49,"3",162,1980,"Legacy","Unburned"
"4030","COCA",30,"1",162,1980,"Legacy","Unburned"
"4030","VAXX",126,"1",162,1980,"Legacy","Unburned"
"4030","RUXX",102,"1",162,1980,"Legacy","Unburned"
"4030","MOSS",79,"4",162,1980,"Legacy","Unburned"
"4031","MOSS",79,"1",1596,1980,"Legacy","Unburned"
"4031","VAME",122,"2",1596,1980,"Legacy","Unburned"
"4031","CAXX",24,"1",1596,1980,"Legacy","Unburned"
"4033","MOSS",79,"2",1372,1980,"Legacy","Unburned"
"4033","SOSI",108,"1",1372,1980,"Legacy","Unburned"
"4033","VAME",122,"2",1372,1980,"Legacy","Unburned"
"4033","VIXX",130,"1",1372,1980,"Legacy","Unburned"
"4035","ARUV",15,"2",1040,1980,"Legacy","Unburned"
"4035","CHUM",26,"1",1040,1980,"Legacy","Unburned"
"4035","MANE",76,"1",1040,1980,"Legacy","Unburned"
"4035","HIAL",56,"1",1040,1980,"Legacy","Unburned"
"4035","PTAQ",95,"2",1040,1980,"Legacy","Unburned"
"4035","VAME",122,"3",1040,1980,"Legacy","Unburned"
"4035","AMAL",10,"1",1040,1980,"Legacy","Unburned"
"4037","MOSS",79,"5",514,1980,"Legacy","Unburned"
"4037","HIAL",56,"1",514,1980,"Legacy","Unburned"
"4037","CARU",23,"1",514,1980,"Legacy","Unburned"
"4037","CHUM",26,"1",514,1980,"Legacy","Unburned"
"4037","GOOB",51,"1",514,1980,"Legacy","Unburned"
"4037","MANE",76,"1",514,1980,"Legacy","Unburned"
"4037","ARUV",15,"2",514,1980,"Legacy","Unburned"
"4037","JUCO",61,"1",514,1980,"Legacy","Unburned"
"4038","RUXX",102,"1",418,1980,"Legacy","Unburned"
"4038","VAME",122,"1",418,1980,"Legacy","Unburned"
"4038","GYDR",52,"1",418,1980,"Legacy","Unburned"
"4038","PTAQ",95,"2",418,1980,"Legacy","Unburned"
"4038","ACCI",1,"3",418,1980,"Legacy","Unburned"
"4038","POMU",91,"2",418,1980,"Legacy","Unburned"
"4038","OPHO",81,"2",418,1980,"Legacy","Unburned"
"4038","BLSP",20,"2",418,1980,"Legacy","Unburned"
"4038","MOSS",79,"5",418,1980,"Legacy","Unburned"
"4039","MOSS",79,"3",528,1980,"Legacy","Unburned"
"4039","MANE",76,"1",528,1980,"Legacy","Unburned"
"4040","MOSS",79,"3",753,1980,"Legacy","Unburned"
"4040","MANE",76,"1",753,1980,"Legacy","Unburned"
"4040","GASH",49,"3",753,1980,"Legacy","Unburned"
"4040","VAXX",126,"2",753,1980,"Legacy","Unburned"
"4041","MOSS",79,"2",531,1980,"Legacy","Unburned"
"4041","MANE",76,"1",531,1980,"Legacy","Unburned"
"4042","CHUM",26,"1",747,1980,"Legacy","Unburned"
"4042","GASH",49,"2",747,1980,"Legacy","Unburned"
"4042","MOSS",79,"3",747,1980,"Legacy","Unburned"
"4042","VAME",122,"1",747,1980,"Legacy","Unburned"
"4043","MANE",76,"4",522,1980,"Legacy","Unburned"
"4043","ACCI",1,"3",522,1980,"Legacy","Unburned"
"4043","PTAQ",95,"1",522,1980,"Legacy","Unburned"
"4043","SYAL",113,"2",522,1980,"Legacy","Unburned"
"4043","CHUM",26,"1",522,1980,"Legacy","Unburned"
"4043","GOOB",51,"1",522,1980,"Legacy","Unburned"
"4043","AMAL",10,"1",522,1980,"Legacy","Unburned"
"4043","FRXX",45,"1",522,1980,"Legacy","Unburned"
"4043","MOSS",79,"3",522,1980,"Legacy","Unburned"
"4043","LIBO",64,"1",522,1980,"Legacy","Unburned"
"4043","ADBI",5,"1",522,1980,"Legacy","Unburned"
"4045","MAAQ",75,"1",686,1980,"Legacy","Unburned"
"4045","ACCI",1,"5",686,1980,"Legacy","Unburned"
"4045","PTAQ",95,"1",686,1980,"Legacy","Unburned"
"4045","MANE",76,"3",686,1980,"Legacy","Unburned"
"4046","MOSS",79,"3",442,1980,"Legacy","Unburned"
"4046","GASH",49,"2",442,1980,"Legacy","Unburned"
"4046","MANE",76,"2",442,1980,"Legacy","Unburned"
"4046","CHUM",26,"1",442,1980,"Legacy","Unburned"
"4047","ACCI",1,"5",713,1980,"Legacy","Unburned"
"4047","MOSS",79,"3",713,1980,"Legacy","Unburned"
"4047","MANE",76,"3",713,1980,"Legacy","Unburned"
"4049","LOIN",68,"1",730,1980,"Legacy","Unburned"
"4049","ACCI",1,"3",730,1980,"Legacy","Unburned"
"4049","SYAL",113,"2",730,1980,"Legacy","Unburned"
"4049","TRBO",118,"1",730,1980,"Legacy","Unburned"
"4049","RUPA",99,"2",730,1980,"Legacy","Unburned"
"4051","MOSS",79,"5",777,1980,"Legacy","Unburned"
"4051","VAME",122,"1",777,1980,"Legacy","Unburned"
"4051","CHUM",26,"1",777,1980,"Legacy","Unburned"
"4051","LIBO",64,"1",777,1980,"Legacy","Unburned"
"4051","MANE",76,"1",777,1980,"Legacy","Unburned"
"4051","GOOB",51,"1",777,1980,"Legacy","Unburned"
"4051","VAXX",126,"1",777,1980,"Legacy","Unburned"
"4055","RUPA",99,"1",625,1980,"Legacy","Unburned"
"4055","ACCI",1,"3",625,1980,"Legacy","Unburned"
"4055","PAMY",83,"2",625,1980,"Legacy","Unburned"
"4055","MANE",76,"2",625,1980,"Legacy","Unburned"
"4055","COCA",30,"2",625,1980,"Legacy","Unburned"
"4057","COCA",30,"1",543,1980,"Legacy","Unburned"
"4057","GOOB",51,"1",543,1980,"Legacy","Unburned"
"4057","ACCI",1,"1",543,1980,"Legacy","Unburned"
"4057","VAXX",126,"2",543,1980,"Legacy","Unburned"
"4057","LIBO",64,"1",543,1980,"Legacy","Unburned"
"4057","MOSS",79,"6",543,1980,"Legacy","Unburned"
"4057","CLUN",28,"1",543,1980,"Legacy","Unburned"
"4059","PTAQ",95,"3",427,1980,"Legacy","Unburned"
"4059","GASH",49,"2",427,1980,"Legacy","Unburned"
"4059","LIBO",64,"1",427,1980,"Legacy","Unburned"
"4059","VAXX",126,"2",427,1980,"Legacy","Unburned"
"4061","MOSS",79,"4",408,1980,"Legacy","Unburned"
"4061","MANE",76,"1",408,1980,"Legacy","Unburned"
"4061","VAXX",126,"2",408,1980,"Legacy","Unburned"
"4061","GASH",49,"5",408,1980,"Legacy","Unburned"
"4061","PTAQ",95,"1",408,1980,"Legacy","Unburned"
"4063","MOSS",79,"5",299,1980,"Legacy","Unburned"
"4063","ATFI",18,"1",299,1980,"Legacy","Unburned"
"4063","MEFE",78,"1",299,1980,"Legacy","Unburned"
"4063","RIXX",97,"1",299,1980,"Legacy","Unburned"
"4063","VAXX",126,"2",299,1980,"Legacy","Unburned"
"4063","RUSP",101,"1",299,1980,"Legacy","Unburned"
"4063","TITR",116,"1",299,1980,"Legacy","Unburned"
"4063","ACCI",1,"3",299,1980,"Legacy","Unburned"
"4063","POMU",91,"4",299,1980,"Legacy","Unburned"
"4063","OPHO",81,"1",299,1980,"Legacy","Unburned"
"4063","MOXX",80,"1",299,1980,"Legacy","Unburned"
"5001","RIXX",97,"1",1311,1980,"Legacy","Unburned"
"5001","MOSS",79,"2",1311,1980,"Legacy","Unburned"
"5001","TITR",116,"2",1311,1980,"Legacy","Unburned"
"5001","SOSI",108,"1",1311,1980,"Legacy","Unburned"
"5001","RULA",98,"2",1311,1980,"Legacy","Unburned"
"5001","LICA",65,"1",1311,1980,"Legacy","Unburned"
"5001","ARCO",14,"1",1311,1980,"Legacy","Unburned"
"5001","VAME",122,"2",1311,1980,"Legacy","Unburned"
"5001","CLUN",28,"1",1311,1980,"Legacy","Unburned"
"5001","PAMY",83,"1",1311,1980,"Legacy","Unburned"
"5002","RULA",98,"3",1223,1980,"Legacy","Unburned"
"5002","TITR",116,"4",1223,1980,"Legacy","Unburned"
"5002","RIXX",97,"1",1223,1980,"Legacy","Unburned"
"5002","MOSS",79,"1",1223,1980,"Legacy","Unburned"
"5002","VAME",122,"1",1223,1980,"Legacy","Unburned"
"5002","HELA",53,"1",1223,1980,"Legacy","Unburned"
"5002","VASI",125,"2",1223,1980,"Legacy","Unburned"
"5003","ALSI",9,"6",1304,1980,"Legacy","Unburned"
"5003","VIXX",130,"2",1304,1980,"Legacy","Unburned"
"5003","VASI",125,"1",1304,1980,"Legacy","Unburned"
"5004","EPAN",39,"1",1309,1980,"Legacy","Unburned"
"5004","HELA",53,"2",1309,1980,"Legacy","Unburned"
"5005","RHAL",96,"2",1694,1980,"Legacy","Unburned"
"5005","RULA",98,"1",1694,1980,"Legacy","Unburned"
"5005","RUPE",100,"1",1694,1980,"Legacy","Unburned"
"5005","ARCO",14,"1",1694,1980,"Legacy","Unburned"
"5005","VAME",122,"2",1694,1980,"Legacy","Unburned"
"5005","MOSS",79,"2",1694,1980,"Legacy","Unburned"
"5006","VAME",122,"2",1693,1980,"Legacy","Unburned"
"5006","MOSS",79,"1",1693,1980,"Legacy","Unburned"
"5006","CAXX",24,"1",1693,1980,"Legacy","Unburned"
"5006","VAXX",126,"2",1693,1980,"Legacy","Unburned"
"5006","RHAL",96,"3",1693,1980,"Legacy","Unburned"
"5006","PHEM",89,"1",1693,1980,"Legacy","Unburned"
"5007","CAME",21,"3",1696,1980,"Legacy","Unburned"
"5007","LUPE",72,"3",1696,1980,"Legacy","Unburned"
"5007","PHEM",89,"1",1696,1980,"Legacy","Unburned"
"5007","MOSS",79,"1",1696,1980,"Legacy","Unburned"
"5007","CAXX",24,"1",1696,1980,"Legacy","Unburned"
"5007","VASI",125,"1",1696,1980,"Legacy","Unburned"
"5007","RHAL",96,"1",1696,1980,"Legacy","Unburned"
"5008","VAXX",126,"2",1840,1980,"Legacy","Unburned"
"5008","VASI",125,"2",1840,1980,"Legacy","Unburned"
"5008","POXX",92,"1",1840,1980,"Legacy","Unburned"
"5008","CAXX",24,"2",1840,1980,"Legacy","Unburned"
"5009","CAME",21,"2",1825,1980,"Legacy","Unburned"
"5009","POXX",92,"2",1825,1980,"Legacy","Unburned"
"5009","LUPE",72,"2",1825,1980,"Legacy","Unburned"
"5009","VAXX",126,"2",1825,1980,"Legacy","Unburned"
"5009","MOSS",79,"2",1825,1980,"Legacy","Unburned"
"5009","CAXX",24,"2",1825,1980,"Legacy","Unburned"
"5010","LUPE",72,"2",1845,1980,"Legacy","Unburned"
"5010","VAXX",126,"2",1845,1980,"Legacy","Unburned"
"5010","POXX",92,"2",1845,1980,"Legacy","Unburned"
"5010","PHEM",89,"2",1845,1980,"Legacy","Unburned"
"5010","GEXX",50,"2",1845,1980,"Legacy","Unburned"
"5010","VASI",125,"2",1845,1980,"Legacy","Unburned"
"5010","CAXX",24,"2",1845,1980,"Legacy","Unburned"
"5011","VASI",125,"2",1852,1980,"Legacy","Unburned"
"5011","CAXX",24,"2",1852,1980,"Legacy","Unburned"
"5011","RHAL",96,"2",1852,1980,"Legacy","Unburned"
"5011","VAXX",126,"3",1852,1980,"Legacy","Unburned"
"5012","VASC",124,"2",1872,1980,"Legacy","Unburned"
"5012","PAMY",83,"2",1872,1980,"Legacy","Unburned"
"5012","CAME",21,"2",1872,1980,"Legacy","Unburned"
"5012","RHAL",96,"2",1872,1980,"Legacy","Unburned"
"5012","MOSS",79,"2",1872,1980,"Legacy","Unburned"
"5012","PHEM",89,"2",1872,1980,"Legacy","Unburned"
"5012","VASI",125,"1",1872,1980,"Legacy","Unburned"
"5012","SOSI",108,"1",1872,1980,"Legacy","Unburned"
"5013","CAME",21,"4",1987,1980,"Legacy","Unburned"
"5013","LUPE",72,"2",1987,1980,"Legacy","Unburned"
"5013","MOSS",79,"1",1987,1980,"Legacy","Unburned"
"5013","PHEM",89,"3",1987,1980,"Legacy","Unburned"
"5013","VAXX",126,"2",1987,1980,"Legacy","Unburned"
"5014","PHEM",89,"4",1983,1980,"Legacy","Unburned"
"5014","VAXX",126,"2",1983,1980,"Legacy","Unburned"
"5014","CAME",21,"2",1983,1980,"Legacy","Unburned"
"5014","CAXX",24,"1",1983,1980,"Legacy","Unburned"
"5014","LUPE",72,"2",1983,1980,"Legacy","Unburned"
"5015","MOSS",79,"1",2014,1980,"Legacy","Unburned"
"5015","CAME",21,"2",2014,1980,"Legacy","Unburned"
"5015","JUCO",61,"1",2014,1980,"Legacy","Unburned"
"5015","LUPE",72,"1",2014,1980,"Legacy","Unburned"
"5015","PAMY",83,"1",2014,1980,"Legacy","Unburned"
"5015","VAXX",126,"1",2014,1980,"Legacy","Unburned"
"5015","SIPR",106,"1",2014,1980,"Legacy","Unburned"
"5015","PHEM",89,"2",2014,1980,"Legacy","Unburned"
"5015","CAXX",24,"1",2014,1980,"Legacy","Unburned"
"5016","PHEM",89,"1",2069,1980,"Legacy","Unburned"
"5016","LUPE",72,"1",2069,1980,"Legacy","Unburned"
"5016","CAXX",24,"6",2069,1980,"Legacy","Unburned"
"5016","CAME",21,"1",2069,1980,"Legacy","Unburned"
"5017","CAXX",24,"4",1987,1980,"Legacy","Unburned"
"5017","LUPE",72,"3",1987,1980,"Legacy","Unburned"
"5017","CAME",21,"2",1987,1980,"Legacy","Unburned"
"5017","PHEM",89,"2",1987,1980,"Legacy","Unburned"
"5018","JUCO",61,"1",2063,1980,"Legacy","Unburned"
"5018","HEXX",55,"1",2063,1980,"Legacy","Unburned"
"5018","PAMY",83,"2",2063,1980,"Legacy","Unburned"
"5018","VAXX",126,"3",2063,1980,"Legacy","Unburned"
"5018","PHEM",89,"1",2063,1980,"Legacy","Unburned"
"5018","ARXX",16,"1",2063,1980,"Legacy","Unburned"
"5019","LUPE",72,"2",2052,1980,"Legacy","Unburned"
"5019","PHEM",89,"3",2052,1980,"Legacy","Unburned"
"5019","GAHU",47,"1",2052,1980,"Legacy","Unburned"
"5019","CAME",21,"1",2052,1980,"Legacy","Unburned"
"5019","VAXX",126,"1",2052,1980,"Legacy","Unburned"
"5019","CAXX",24,"3",2052,1980,"Legacy","Unburned"
"5021","ARXX",16,"2",1941,1980,"Legacy","Unburned"
"5021","PHEM",89,"2",1941,1980,"Legacy","Unburned"
"5021","PAMY",83,"1",1941,1980,"Legacy","Unburned"
"5021","VAXX",126,"3",1941,1980,"Legacy","Unburned"
"5021","PEDA",84,"1",1941,1980,"Legacy","Unburned"
"5021","JUCO",61,"2",1941,1980,"Legacy","Unburned"
"5022","CAXX",24,"3",1721,1980,"Legacy","Unburned"
"5022","LUPE",72,"2",1721,1980,"Legacy","Unburned"
"5022","VASI",125,"1",1721,1980,"Legacy","Unburned"
"5022","AGXX",7,"2",1721,1980,"Legacy","Unburned"
"5023","RULA",98,"1",1728,1980,"Legacy","Unburned"
"5023","RHAL",96,"4",1728,1980,"Legacy","Unburned"
"5023","VAME",122,"2",1728,1980,"Legacy","Unburned"
"5026","VASI",125,"1",1187,1980,"Legacy","Unburned"
"5026","MOSS",79,"1",1187,1980,"Legacy","Unburned"
"5026","PAMY",83,"3",1187,1980,"Legacy","Unburned"
"5026","VAME",122,"3",1187,1980,"Legacy","Unburned"
"5026","RULA",98,"1",1187,1980,"Legacy","Unburned"
"5027","RULA",98,"1",1159,1980,"Legacy","Unburned"
"5027","RUPA",99,"1",1159,1980,"Legacy","Unburned"
"5027","RIXX",97,"1",1159,1980,"Legacy","Unburned"
"5027","TITR",116,"1",1159,1980,"Legacy","Unburned"
"5027","PAMY",83,"1",1159,1980,"Legacy","Unburned"
"5027","SOSI",108,"1",1159,1980,"Legacy","Unburned"
"5027","VAME",122,"2",1159,1980,"Legacy","Unburned"
"5027","CLUN",28,"1",1159,1980,"Legacy","Unburned"
"5028","SOSI",108,"1",1052,1980,"Legacy","Unburned"
"5028","SAXX",104,"5",1052,1980,"Legacy","Unburned"
"5028","RUPA",99,"3",1052,1980,"Legacy","Unburned"
"5028","PAMY",83,"4",1052,1980,"Legacy","Unburned"
"5028","PREM",93,"2",1052,1980,"Legacy","Unburned"
"5028","AMAL",10,"1",1052,1980,"Legacy","Unburned"
"5028","PTAQ",95,"1",1052,1980,"Legacy","Unburned"
"5028","ACGL",2,"2",1052,1980,"Legacy","Unburned"
"5030","CAXX",24,"3",1981,1980,"Legacy","Unburned"
"5030","PHEM",89,"3",1981,1980,"Legacy","Unburned"
"5030","CAME",21,"3",1981,1980,"Legacy","Unburned"
"5030","LUPE",72,"2",1981,1980,"Legacy","Unburned"
"5030","VAXX",126,"1",1981,1980,"Legacy","Unburned"
"5031","CAXX",24,"4",1920,1980,"Legacy","Unburned"
"5031","EPAN",39,"2",1920,1980,"Legacy","Unburned"
"5031","VASI",125,"2",1920,1980,"Legacy","Unburned"
"5031","VAXX",126,"2",1920,1980,"Legacy","Unburned"
"5032","CAXX",24,"1",1731,1980,"Legacy","Unburned"
"5032","PAMY",83,"2",1731,1980,"Legacy","Unburned"
"5032","MOSS",79,"1",1731,1980,"Legacy","Unburned"
"5032","RIXX",97,"1",1731,1980,"Legacy","Unburned"
"5101","CAXX",24,"4",1579,1980,"Legacy","Unburned"
"5101","VASC",124,"2",1579,1980,"Legacy","Unburned"
"5101","POBI",90,"2",1579,1980,"Legacy","Unburned"
"5101","PHEM",89,"3",1579,1980,"Legacy","Unburned"
"5103","CAME",21,"2",1855,1980,"Legacy","Unburned"
"5103","SOSI",108,"1",1855,1980,"Legacy","Unburned"
"5103","LUPE",72,"1",1855,1980,"Legacy","Unburned"
"5103","VAXX",126,"2",1855,1980,"Legacy","Unburned"
"5103","PHEM",89,"4",1855,1980,"Legacy","Unburned"
"5105","VAXX",126,"2",1723,1980,"Legacy","Unburned"
"5105","MOSS",79,"1",1723,1980,"Legacy","Unburned"
"5107","MOSS",79,"2",1680,1980,"Legacy","Unburned"
"5107","CAXX",24,"2",1680,1980,"Legacy","Unburned"
"5109","VAME",122,"3",1692,1980,"Legacy","Unburned"
"5111","CAME",21,"2",1533,1980,"Legacy","Unburned"
"5111","VAXX",126,"4",1533,1980,"Legacy","Unburned"
"5111","MOSS",79,"3",1533,1980,"Legacy","Unburned"
"5111","POXX",92,"2",1533,1980,"Legacy","Unburned"
"5111","PHEM",89,"2",1533,1980,"Legacy","Unburned"
"5111","SOSI",108,"1",1533,1980,"Legacy","Unburned"
"5113","CAXX",24,"5",1585,1980,"Legacy","Unburned"
"5113","VASC",124,"2",1585,1980,"Legacy","Unburned"
"5113","PHEM",89,"1",1585,1980,"Legacy","Unburned"
"5115","PHAL",87,"1",1643,1980,"Legacy","Unburned"
"5115","LUPE",72,"3",1643,1980,"Legacy","Unburned"
"5115","PHEM",89,"3",1643,1980,"Legacy","Unburned"
"5115","VAXX",126,"1",1643,1980,"Legacy","Unburned"
"5115","CAXX",24,"3",1643,1980,"Legacy","Unburned"
"5115","POBI",90,"1",1643,1980,"Legacy","Unburned"
"5117","VAXX",126,"2",1482,1980,"Legacy","Unburned"
"5117","MOSS",79,"2",1482,1980,"Legacy","Unburned"
"5119","VAME",122,"4",1447,1980,"Legacy","Unburned"
"5119","RHAL",96,"2",1447,1980,"Legacy","Unburned"
"5119","MOSS",79,"1",1447,1980,"Legacy","Unburned"
"5119","MEFE",78,"2",1447,1980,"Legacy","Unburned"
"5121","PTAQ",95,"2",1394,1980,"Legacy","Unburned"
"5121","GYDR",52,"2",1394,1980,"Legacy","Unburned"
"5121","RUXX",102,"2",1394,1980,"Legacy","Unburned"
"5121","OPHO",81,"1",1394,1980,"Legacy","Unburned"
"5121","ALSI",9,"6",1394,1980,"Legacy","Unburned"
"5121","DIFO",36,"2",1394,1980,"Legacy","Unburned"
"5122","PTAQ",95,"1",1010,1980,"Legacy","Unburned"
"5122","MARA",77,"1",1010,1980,"Legacy","Unburned"
"5122","CHUM",26,"1",1010,1980,"Legacy","Unburned"
"5122","VAME",122,"2",1010,1980,"Legacy","Unburned"
"5122","ADBI",5,"1",1010,1980,"Legacy","Unburned"
"5122","PAMY",83,"1",1010,1980,"Legacy","Unburned"
"5122","CLUN",28,"1",1010,1980,"Legacy","Unburned"
"5123","ACCI",1,"5",1153,1980,"Legacy","Unburned"
"5123","PAMY",83,"3",1153,1980,"Legacy","Unburned"
"5123","AMAL",10,"1",1153,1980,"Legacy","Unburned"
"5123","SOSI",108,"2",1153,1980,"Legacy","Unburned"
"5123","TABR",114,"2",1153,1980,"Legacy","Unburned"
"5124","CEVE",25,"1",1000,1980,"Legacy","Unburned"
"5124","ARCO",14,"1",1000,1980,"Legacy","Unburned"
"5124","CARU",23,"1",1000,1980,"Legacy","Unburned"
"5124","PAMY",83,"3",1000,1980,"Legacy","Unburned"
"5124","AMAL",10,"1",1000,1980,"Legacy","Unburned"
"5125","DIFO",36,"2",1259,1980,"Legacy","Unburned"
"5125","RUPA",99,"2",1259,1980,"Legacy","Unburned"
"5125","ALSI",9,"5",1259,1980,"Legacy","Unburned"
"5125","PTAQ",95,"3",1259,1980,"Legacy","Unburned"
"5125","PAMY",83,"1",1259,1980,"Legacy","Unburned"
"5126","ACCI",1,"4",830,1980,"Legacy","Unburned"
"5126","MARA",77,"2",830,1980,"Legacy","Unburned"
"5126","PAMY",83,"1",830,1980,"Legacy","Unburned"
"5127","ACCI",1,"5",833,1980,"Legacy","Unburned"
"5127","VAXX",126,"2",833,1980,"Legacy","Unburned"
"5127","CLUN",28,"2",833,1980,"Legacy","Unburned"
"5127","PTAQ",95,"3",833,1980,"Legacy","Unburned"
"5127","RUPA",99,"2",833,1980,"Legacy","Unburned"
"5128","SPBE",109,"3",685,1980,"Legacy","Unburned"
"5128","PAMY",83,"3",685,1980,"Legacy","Unburned"
"5128","HIAL",56,"1",685,1980,"Legacy","Unburned"
"5128","ARCO",14,"1",685,1980,"Legacy","Unburned"
"5128","GOOB",51,"1",685,1980,"Legacy","Unburned"
"5128","CHUM",26,"1",685,1980,"Legacy","Unburned"
"5128","ADBI",5,"2",685,1980,"Legacy","Unburned"
"5130","ARUV",15,"2",1423,1980,"Legacy","Unburned"
"5130","LOXX",69,"1",1423,1980,"Legacy","Unburned"
"5130","VAME",122,"1",1423,1980,"Legacy","Unburned"
"5132","RUPA",99,"1",1439,1980,"Legacy","Unburned"
"5132","SOSI",108,"2",1439,1980,"Legacy","Unburned"
"5132","ALSI",9,"5",1439,1980,"Legacy","Unburned"
"5132","PTAQ",95,"1",1439,1980,"Legacy","Unburned"
"5132","HELA",53,"1",1439,1980,"Legacy","Unburned"
"5132","ACGL",2,"2",1439,1980,"Legacy","Unburned"
"5134","MOSS",79,"1",1691,1980,"Legacy","Unburned"
"5134","MEFE",78,"3",1691,1980,"Legacy","Unburned"
"5134","VAXX",126,"3",1691,1980,"Legacy","Unburned"
"5134","PHEM",89,"1",1691,1980,"Legacy","Unburned"
"5136","LOXX",69,"2",1679,1980,"Legacy","Unburned"
"5136","CAXX",24,"1",1679,1980,"Legacy","Unburned"
"5136","JUXX",62,"1",1679,1980,"Legacy","Unburned"
"5136","LULA",70,"2",1679,1980,"Legacy","Unburned"
"5136","ARUV",15,"1",1679,1980,"Legacy","Unburned"
"5136","CAPA",22,"1",1679,1980,"Legacy","Unburned"
"5138","PAMY",83,"3",1413,1980,"Legacy","Unburned"
"5138","VAME",122,"3",1413,1980,"Legacy","Unburned"
"5138","LULA",70,"1",1413,1980,"Legacy","Unburned"
"5138","CARU",23,"1",1413,1980,"Legacy","Unburned"
"5139","ACMI",3,"1",934,1980,"Legacy","Unburned"
"5139","RUPA",99,"2",934,1980,"Legacy","Unburned"
"5139","ACCI",1,"5",934,1980,"Legacy","Unburned"
"5139","AQFO",13,"1",934,1980,"Legacy","Unburned"
"5139","SOSC",107,"1",934,1980,"Legacy","Unburned"
"5139","PAMY",83,"2",934,1980,"Legacy","Unburned"
"5139","SAXX",104,"2",934,1980,"Legacy","Unburned"
"5140","PEXX",86,"2",1315,1980,"Legacy","Unburned"
"5140","PAMY",83,"1",1315,1980,"Legacy","Unburned"
"5140","SOSI",108,"2",1315,1980,"Legacy","Unburned"
"5141","MOSS",79,"1",852,1980,"Legacy","Unburned"
"5141","ACCI",1,"3",852,1980,"Legacy","Unburned"
"5141","ASCA",17,"1",852,1980,"Legacy","Unburned"
"5141","GOOB",51,"1",852,1980,"Legacy","Unburned"
"5141","BLSP",20,"1",852,1980,"Legacy","Unburned"
"5141","HODI",59,"1",852,1980,"Legacy","Unburned"
"5141","SYAL",113,"1",852,1980,"Legacy","Unburned"
"5141","SOSC",107,"1",852,1980,"Legacy","Unburned"
"5141","PAMY",83,"3",852,1980,"Legacy","Unburned"
"5142","SPBE",109,"3",709,1980,"Legacy","Unburned"
"5142","SOSI",108,"2",709,1980,"Legacy","Unburned"
"5142","ACCI",1,"3",709,1980,"Legacy","Unburned"
"5142","MARA",77,"1",709,1980,"Legacy","Unburned"
"5142","PAMY",83,"5",709,1980,"Legacy","Unburned"
"5142","ARCO",14,"1",709,1980,"Legacy","Unburned"
"5142","ADBI",5,"1",709,1980,"Legacy","Unburned"
"5142","CHUM",26,"1",709,1980,"Legacy","Unburned"
"5143","SAXX",104,"5",812,1980,"Legacy","Unburned"
"5143","EPAN",39,"1",812,1980,"Legacy","Unburned"
"5143","COST",32,"2",812,1980,"Legacy","Unburned"
"5143","ALSI",9,"2",812,1980,"Legacy","Unburned"
"5143","ACCI",1,"2",812,1980,"Legacy","Unburned"
"5145","PAMY",83,"2",805,1980,"Legacy","Unburned"
"5145","AMAL",10,"1",805,1980,"Legacy","Unburned"
"5145","ACCI",1,"4",805,1980,"Legacy","Unburned"
"5145","SOSC",107,"3",805,1980,"Legacy","Unburned"
"5145","AQFO",13,"1",805,1980,"Legacy","Unburned"
"5145","RUPA",99,"2",805,1980,"Legacy","Unburned"
"5145","SAXX",104,"4",805,1980,"Legacy","Unburned"
"5146","MOSS",79,"2",857,1980,"Legacy","Unburned"
"5146","VAME",122,"2",857,1980,"Legacy","Unburned"
"5146","CARU",23,"2",857,1980,"Legacy","Unburned"
"5146","ARUV",15,"2",857,1980,"Legacy","Unburned"
"5146","PAMY",83,"3",857,1980,"Legacy","Unburned"
"5146","CEVE",25,"1",857,1980,"Legacy","Unburned"
"5146","AMAL",10,"1",857,1980,"Legacy","Unburned"
"5147","RUXX",102,"2",756,1980,"Legacy","Unburned"
"5147","AQFO",13,"1",756,1980,"Legacy","Unburned"
"5147","VAXX",126,"1",756,1980,"Legacy","Unburned"
"5147","PAMY",83,"2",756,1980,"Legacy","Unburned"
"5147","RUPA",99,"1",756,1980,"Legacy","Unburned"
"5147","CLUN",28,"1",756,1980,"Legacy","Unburned"
"5147","TITR",116,"1",756,1980,"Legacy","Unburned"
"5147","ACCI",1,"3",756,1980,"Legacy","Unburned"
"5147","AMAL",10,"1",756,1980,"Legacy","Unburned"
"5148","MOSS",79,"3",871,1980,"Legacy","Unburned"
"5148","VAME",122,"3",871,1980,"Legacy","Unburned"
"5148","CEVE",25,"2",871,1980,"Legacy","Unburned"
"5148","PREM",93,"1",871,1980,"Legacy","Unburned"
"5148","CHUM",26,"1",871,1980,"Legacy","Unburned"
"5148","PAMY",83,"2",871,1980,"Legacy","Unburned"
"5148","ARUV",15,"1",871,1980,"Legacy","Unburned"
"5148","CARU",23,"1",871,1980,"Legacy","Unburned"
"5150","VAME",122,"3",966,1980,"Legacy","Unburned"
"5150","MOSS",79,"2",966,1980,"Legacy","Unburned"
"5150","RUPE",100,"2",966,1980,"Legacy","Unburned"
"5150","CLUN",28,"2",966,1980,"Legacy","Unburned"
"5150","MARA",77,"1",966,1980,"Legacy","Unburned"
